external_id,name,description,unit,compdev,location5,pointtype,convers,descriptor,digitalset,zero,filtercode,compdevpercent,compressing,tag,srcptid,displaydigits,recno,excdev,userreal2,userreal1,totalcode,ptclassname,typicalvalue,pointid,pointsource,location1,location2,location3,location4,shutdown,compmin,ptclassrev,scan,userint2,userint1,excdevpercent,archiving,instrumenttag,compmax,ptclassid,squareroot,sourcetag,excmin,exdesc,future,excmax,step,engunits,span
pi:160234,VAL_23-KA-9101-M01_CB_travel_alarm:VALUE,PH (SwitchGear),,0,2,Digital,1,PH (SwitchGear),Valhall_True_False,147,0,0,0,VAL_23-KA-9101-M01_CB_travel_alarm:VALUE,0,-5,144734,0,0,0,0,classic,0,160234,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01_CB_travel_alarm:VALUE,3600,2,0,,0,,0,0,1,,1
pi:160110,VAL_23_TT_92532:Z.X.Value,PH 1stStgComp Suction Temp,,0,2,Float32,1,PH 1stStgComp Suction Temp,,0,0,0,0,VAL_23_TT_92532:Z.X.Value,0,-5,144610,0,0,0,0,classic,50,160110,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23_TT_92532:Z.X.Value,3600,2,0,,0,,0,0,0,,100
pi:160908,VAL_23-TT-96103-01:Z.X.Value,PH 1stStg Comp Thrust BRG IN,,0,0,Float32,1,PH 1stStg Comp Thrust BRG IN,,0,0,0,0,VAL_23-TT-96103-01:Z.X.Value,0,-5,145408,0,0,0,0,classic,50,160908,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-TT-96103-01:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:161067,VAL_23-ZA-96107-02:Z.X.Value,PH 1stStg Comp Schaft Axial,,0,0,Float32,1,PH 1stStg Comp Schaft Axial,,0,0,0,0,VAL_23-ZA-96107-02:Z.X.Value,0,-5,145567,0,0,0,0,classic,50,161067,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-ZA-96107-02:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:160994,VAL_23-VA-9110-M01-39:X.Value,PH 1st Stg Oil Seperator Running,,0,2,Digital,1,PH 1st Stg Oil Seperator Running,Valhall_True_False,147,0,0,0,VAL_23-VA-9110-M01-39:X.Value,0,-5,145494,0,0,0,0,classic,0,160994,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-VA-9110-M01-39:X.Value,3600,2,0,,0,,0,0,1,,1
pi:160839,VAL_23-TIC-96148:Control Module:PD,PH 1stStg Comp Seal Gas Derivate time,s,0,2,Float32,1,PH 1stStg Comp Seal Gas Derivate time,,0,0,0,0,VAL_23-TIC-96148:Control Module:PD,0,-5,145339,0,0,0,0,classic,50,160839,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-TIC-96148:Control Module:PD,3600,2,0,,0,,0,0,0,s,100
pi:160630,VAL_23-PDT-92530:X.Value,PH 1stStgComp Suct Str,mbar,0,2,Float32,1,PH 1stStgComp Suct Str,,0,0,0,0,VAL_23-PDT-92530:X.Value,0,-5,145130,0,0,0,0,classic,50,160630,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-PDT-92530:X.Value,3600,2,0,,0,,0,0,0,mbar,100
pi:160231,VAL_23-KA-9101-M01_Active_power_kW:VALUE,PH (SwitchGear),kW,0,2,Float32,1,PH (SwitchGear),,0,0,0,0,VAL_23-KA-9101-M01_Active_power_kW:VALUE,0,-5,144731,0,0,0,0,classic,50,160231,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01_Active_power_kW:VALUE,3600,2,0,,0,,0,0,0,kW,100
pi:160673,VAL_23-PIC-96153:Z.Y.Value,PH 1stStg Comp Inner Seal Output,bar,0,2,Float32,1,PH 1stStg Comp Inner Seal Output,,0,0,0,0,VAL_23-PIC-96153:Z.Y.Value,0,-5,145173,0,0,0,0,classic,50,160673,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-PIC-96153:Z.Y.Value,3600,2,0,,0,,0,0,0,bar,100
pi:160838,VAL_23-TIC-96148:Control Module:BX,PH 1stStg Comp Seal Gas External,-,0,2,Digital,1,PH 1stStg Comp Seal Gas External,Valhall_True_False,147,0,0,0,VAL_23-TIC-96148:Control Module:BX,0,-5,145338,0,0,0,0,classic,0,160838,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-TIC-96148:Control Module:BX,3600,2,0,,0,,0,0,1,-,1
pi:160721,VAL_23-PT-96149:Z.X2.Value,PH 1st Stage Comp Inner Seal DE,,0,2,Float32,1,PH 1st Stage Comp Inner Seal DE,,0,0,0,0,VAL_23-PT-96149:Z.X2.Value,0,-5,145221,0,0,0,0,classic,50,160721,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-PT-96149:Z.X2.Value,3600,2,0,,0,,0,0,0,,100
pi:160584,VAL_23-NY-96144-09:VALUE,PH (CBM) Phase C Negative Qmax,mV,0,2,Float32,1,PH (CBM) Phase C Negative Qmax,,0,0,0,0,VAL_23-NY-96144-09:VALUE,0,-5,145084,0,0,0,0,classic,50,160584,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-NY-96144-09:VALUE,3600,2,0,,0,,0,0,0,mV,100
pi:160842,VAL_23-TIC-96148:Control Module:YR,PH 1stStg Comp Seal Gas Working Setpoint,degC,0,2,Float32,1,PH 1stStg Comp Seal Gas Working Setpoint,,0,0,0,0,VAL_23-TIC-96148:Control Module:YR,0,-5,145342,0,0,0,0,classic,50,160842,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-TIC-96148:Control Module:YR,3600,2,0,,0,,0,0,1,degC,100
pi:163581,VAL_45-PT-92508:X.Value,PH 1stStgSuctCool CoolMed Out,,0,2,Float32,1,PH 1stStgSuctCool CoolMed Out,,0,0,0,0,VAL_45-PT-92508:X.Value,0,-5,148081,0,0,0,0,classic,50,163581,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,45-PT-92508:X.Value,3600,2,0,,0,,0,0,0,,100
pi:161070,VAL_23-ZA-96121-02:Z.X.Value,PH 1stStg Gear Schaft Axial,,0,0,Float32,1,PH 1stStg Gear Schaft Axial,,0,0,0,0,VAL_23-ZA-96121-02:Z.X.Value,0,-5,145570,0,0,0,0,classic,50,161070,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-ZA-96121-02:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:160128,VAL_23_YT_96133_01:Z.X.Value,PH 1stStg MtrJourn BRG NDE,,0,2,Float32,1,PH 1stStg MtrJourn BRG NDE,,0,0,0,0,VAL_23_YT_96133_01:Z.X.Value,0,-5,144628,0,0,0,0,classic,50,160128,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23_YT_96133_01:Z.X.Value,3600,2,0,,0,,0,0,0,,100
pi:160916,VAL_23-TT-96113-01:Z.X.Value,PH 1stStg Gear2 Journ BRG NDE,,0,0,Float32,1,PH 1stStg Gear2 Journ BRG NDE,,0,0,0,0,VAL_23-TT-96113-01:Z.X.Value,0,-5,145416,0,0,0,0,classic,50,160916,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-TT-96113-01:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:160155,VAL_23-FE-9106-H01:Z.Y.Value,PH 1stStgComp OIL HEATER,,0,2,Digital,1,PH 1stStgComp OIL HEATER,Valhall_True_False,147,0,0,0,VAL_23-FE-9106-H01:Z.Y.Value,0,-5,144655,0,0,0,0,classic,0,160155,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-FE-9106-H01:Z.Y.Value,3600,2,0,,0,,0,0,1,,1
pi:160909,VAL_23-TT-96103-03:Z.X.Value,PH 1stStg Comp Thrust BRG IN,,0,0,Float32,1,PH 1stStg Comp Thrust BRG IN,,0,0,0,0,VAL_23-TT-96103-03:Z.X.Value,0,-5,145409,0,0,0,0,classic,50,160909,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-TT-96103-03:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:160239,VAL_23-KA-9101-M01_Earth_current:VALUE,PH (SwitchGear) MV-COMP.M. FEEDER/ Earth current,A,0,2,Float32,1,PH (SwitchGear) MV-COMP.M. FEEDER/ Earth current,,0,0,0,0,VAL_23-KA-9101-M01_Earth_current:VALUE,0,-5,144739,0,0,0,0,classic,50,160239,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01_Earth_current:VALUE,3600,2,0,,0,,0,0,0,A,100
pi:160076,VAL_23_PIC_92538_06:Z.X.Value,PH 1stStgComp STV Perf Limit 1 PV,,0,2,Float32,1,PH 1stStgComp STV Perf Limit 1 PV,,0,0,0,0,VAL_23_PIC_92538_06:Z.X.Value,0,-5,144576,0,0,0,0,classic,50,160076,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23_PIC_92538_06:Z.X.Value,3600,2,0,,0,,0,0,0,,100
pi:163365,VAL_45-FT-92139B:X.Value,PH 1stStg LO Cooler CW,,0,2,Float32,1,PH 1stStg LO Cooler CW,,0,0,0,0,VAL_45-FT-92139B:X.Value,0,-5,147865,0,0,0,0,classic,50,163365,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,45-FT-92139B:X.Value,3600,2,0,,0,,0,0,0,,100
pi:160843,VAL_23-TIC-96148:MODE,PH 1stStg Comp Seal Gas Mode,,0,0,String,1,PH 1stStg Comp Seal Gas Mode,,0,0,0,0,VAL_23-TIC-96148:MODE,0,-5,145343,0,0,0,0,classic,50,160843,C,0,0,0,7,0,0,1,1,0,0,0,1,,28800,2,0,,0,"if (('VAL_23-TIC-96148:Control Module:BA') = ""True"" AND ('VAL_23-TIC-96148:Control Module:BX') = ""False"") THEN ""AUTO"" ELSE if (('VAL_23-TIC-96148:Control Module:BA') = ""True"" AND ('VAL_23-TIC-96148:Control Module:BX') = ""True"") THEN ""E1"" ELSE if ('VAL_23-TIC-96148:Control Module:BA') = ""False"" then ""MAN"" ELSE ""N/A""",0,600,1,,100
pi:160273,VAL_23-KA-9101-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PH 1st Stage Comp,,0,2,Float32,1,PH 1st Stage Comp,,0,0,0,0,VAL_23-KA-9101-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,0,-5,144773,0,0,0,0,classic,50,160273,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,3600,2,0,,0,,0,0,0,,100
pi:160571,VAL_23-LY-92529_SILch0_SC0_TY1PSP:VALUE,PH (Profiler) Shutdown Channel 0 - Tube y1 Position Setpoint,,0,2,Float32,1,PH (Profiler) Shutdown Channel 0 - Tube y1 Position Setpoint,,0,0,0,0,VAL_23-LY-92529_SILch0_SC0_TY1PSP:VALUE,0,-5,145071,0,0,0,0,classic,50,160571,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-LY-92529_SILch0_SC0_TY1PSP:VALUE,3600,2,0,,0,,0,0,0,,100
pi:160699,VAL_23-PT-92523:X.Value,PH 1stStgSuctScrubber,,0,2,Float32,1,PH 1stStgSuctScrubber,,0,0,0,0,VAL_23-PT-92523:X.Value,0,-5,145199,0,0,0,0,classic,50,160699,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-PT-92523:X.Value,3600,2,0,,0,,0,0,0,,100
pi:160265,VAL_23-KA-9101-M01-39A:X.Value,PH 1st Stg Mtr RUNNING,,0,2,Digital,1,PH 1st Stg Mtr RUNNING,Valhall_True_False,147,0,0,0,VAL_23-KA-9101-M01-39A:X.Value,0,-5,144765,0,0,0,0,classic,0,160265,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01-39A:X.Value,3600,2,0,,0,,0,0,1,,1
pi:161026,VAL_23-YA-96122:Z.X.Value,PH 1stStg Gear1 Velocimeter,,0,0,Float32,1,PH 1stStg Gear1 Velocimeter,,0,0,0,0,VAL_23-YA-96122:Z.X.Value,0,-5,145526,0,0,0,0,classic,50,161026,LAB-WAS-VAL,1,0,1,1,0,0,1,0,0,0,0,1,23-YA-96122:Z.X.Value,28800,2,0,,0,,0,600,0,,100
pi:160551,VAL_23-LY-92529_DensityBands_05waterLL:VALUE,PH (Profiler) Density Band 2 Lower Limit (WATER),Kg/m3,0,2,Float32,1,PH (Profiler) Density Band 2 Lower Limit (WATER),,0,0,0,0,VAL_23-LY-92529_DensityBands_05waterLL:VALUE,0,-5,145051,0,0,0,0,classic,50,160551,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-LY-92529_DensityBands_05waterLL:VALUE,3600,2,0,,0,,0,0,0,Kg/m3,100
pi:160672,VAL_23-PIC-96153:Z.X.Value,PH 1stStg Comp Inner Seal Measured Value,bar,0,2,Float32,1,PH 1stStg Comp Inner Seal Measured Value,,0,0,0,0,VAL_23-PIC-96153:Z.X.Value,0,-5,145172,0,0,0,0,classic,50,160672,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-PIC-96153:Z.X.Value,3600,2,0,,0,,0,0,0,bar,100
pi:160222,VAL_23-KA-9101_EPH:VALUE,PH (CBM) 1st Stg ExpCompr Poly Head,,0,2,Float32,1,PH (CBM) 1st Stg ExpCompr Poly Head,,0,0,0,0,VAL_23-KA-9101_EPH:VALUE,0,-5,144722,0,0,0,0,classic,50,160222,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101_EPH:VALUE,3600,2,0,,0,,0,0,0,,100
pi:160766,VAL_23-TE-96137-02:X.Value,PH 1stStg Mtr Cold Air,,0,2,Float32,1,PH 1stStg Mtr Cold Air,,0,0,0,0,VAL_23-TE-96137-02:X.Value,0,-5,145266,0,0,0,0,classic,50,160766,VLH_PCN1,1,0,7,1,0,0,1,1,0,0,0,1,23-TE-96137-02:X.Value,3600,2,0,,0,,0,0,0,,100
pi:160256,VAL_23-KA-9101-M01_Running_hours:VALUE,PH (SwitchGear),hours,0,2,Float32,1,PH (SwitchGear),,0,0,0,0,VAL_23-KA-9101-M01_Running_hours:VALUE,0,-5,144756,0,0,0,0,classic,50,160256,VLH_PCN5,1,0,7,1,0,0,1,1,0,0,0,1,23-KA-9101-M01_Running_hours:VALUE,3600,2,0,,0,,0,0,0,hours,100
